Air temperature [K],flow speed ,pressure [N],Target,DateTime
304.2,1410,51.6,0,2023-01-17 19:00:00
298.2,2731,9.0,1,2023-01-17 20:00:00
301.7,1563,34.5,0,2023-01-17 21:00:00
298.8,1320,66.5,1,2023-01-17 22:00:00
299.0,1628,35.8,0,2023-01-17 23:00:00
302.4,1327,47.4,1,2023-01-18 00:00:00
301.8,1356,57.9,1,2023-01-18 01:00:00
301.5,1459,53.3,1,2023-01-18 02:00:00
300.0,1505,44.9,0,2023-01-18 03:00:00
300.6,1830,26.2,0,2023-01-18 04:00:00
300.4,1431,43.2,0,2023-01-18 05:00:00
300.3,1699,30.3,0,2023-01-18 06:00:00
300.5,1396,45.9,1,2023-01-18 07:00:00
302.2,1516,33.7,0,2023-01-18 08:00:00
300.6,1426,53.6,0,2023-01-18 09:00:00
301.9,1669,32.2,0,2023-01-18 10:00:00
301.6,2103,19.7,0,2023-01-18 11:00:00
300.7,1465,45.2,0,2023-01-18 12:00:00
302.8,1257,60.8,1,2023-01-18 13:00:00
299.0,1706,28.6,0,2023-01-18 14:00:00
303.3,1514,34.7,0,2023-01-18 15:00:00
299.4,1378,50.3,1,2023-01-18 16:00:00
301.8,1456,57.1,1,2023-01-18 17:00:00
303.6,2660,11.4,1,2023-01-18 18:00:00
300.2,1199,66.8,1,2023-01-18 19:00:00
301.9,1378,49.4,1,2023-01-18 20:00:00
297.4,1368,50.6,1,2023-01-18 21:00:00
301.1,1608,32.9,0,2023-01-18 22:00:00
303.1,1341,50.3,1,2023-01-18 23:00:00
297.4,1378,39.9,0,2023-01-19 00:00:00
303.2,1337,69.0,1,2023-01-19 01:00:00
298.9,1534,42.9,0,2023-01-19 02:00:00
300.5,1396,48.3,1,2023-01-19 03:00:00
298.8,1434,49.0,1,2023-01-19 04:00:00
301.1,1269,57.3,1,2023-01-19 05:00:00
302.7,1489,42.7,0,2023-01-19 06:00:00
297.9,1507,36.9,0,2023-01-19 07:00:00
301.0,2635,12.0,1,2023-01-19 08:00:00
302.0,1260,66.8,1,2023-01-19 09:00:00
302.3,1325,58.4,1,2023-01-19 10:00:00
298.6,1422,40.4,0,2023-01-19 11:00:00
299.8,1397,48.1,0,2023-01-19 12:00:00
303.0,1519,38.0,0,2023-01-19 13:00:00
301.2,2712,9.6,1,2023-01-19 14:00:00
297.5,1804,27.4,0,2023-01-19 15:00:00
301.7,1355,57.9,1,2023-01-19 16:00:00
303.8,1421,46.6,1,2023-01-19 17:00:00
296.4,1331,47.8,0,2023-01-19 18:00:00
303.1,1330,54.9,1,2023-01-19 19:00:00
297.9,1530,40.9,0,2023-01-19 20:00:00
302.5,1329,50.8,1,2023-01-19 21:00:00
303.1,1309,53.1,1,2023-01-19 22:00:00
301.4,1336,58.3,1,2023-01-19 23:00:00
300.4,1513,38.7,0,2023-01-20 00:00:00
299.8,1320,67.4,1,2023-01-20 01:00:00
299.9,1514,46.9,1,2023-01-20 02:00:00
301.2,1378,56.7,1,2023-01-20 03:00:00
296.7,1382,47.5,0,2023-01-20 04:00:00
302.3,1348,47.6,1,2023-01-20 05:00:00
300.9,1345,61.6,1,2023-01-20 06:00:00
302.0,1558,45.3,0,2023-01-20 07:00:00
299.8,1935,22.7,1,2023-01-20 08:00:00
300.6,1397,49.1,1,2023-01-20 09:00:00
297.7,1334,53.0,0,2023-01-20 10:00:00
298.6,1543,37.0,1,2023-01-20 11:00:00
302.8,1330,53.2,1,2023-01-20 12:00:00
300.9,1389,50.0,0,2023-01-20 13:00:00
300.5,1795,27.7,0,2023-01-20 14:00:00
301.2,1440,44.4,1,2023-01-20 15:00:00
298.8,1258,69.3,1,2023-01-20 16:00:00
298.8,1394,49.7,1,2023-01-20 17:00:00
301.4,1634,32.6,0,2023-01-20 18:00:00
299.0,2572,12.7,1,2023-01-20 19:00:00
297.9,1379,47.3,0,2023-01-20 20:00:00
297.5,1369,54.8,0,2023-01-20 21:00:00
300.6,1570,38.3,0,2023-01-20 22:00:00
297.7,1570,35.8,0,2023-01-20 23:00:00
302.0,1366,47.7,0,2023-01-21 00:00:00
300.9,1686,27.7,0,2023-01-21 01:00:00
296.6,1582,37.9,0,2023-01-21 02:00:00
302.3,1903,22.9,0,2023-01-21 03:00:00
302.1,1375,46.4,1,2023-01-21 04:00:00
300.4,1352,57.3,0,2023-01-21 05:00:00
301.1,1516,33.7,1,2023-01-21 06:00:00
297.3,1268,60.6,0,2023-01-21 07:00:00
299.7,1691,27.7,0,2023-01-21 08:00:00
302.0,1812,24.4,0,2023-01-21 09:00:00
296.9,1332,53.9,0,2023-01-21 10:00:00
298.8,1741,27.7,0,2023-01-21 11:00:00
301.6,1370,60.0,1,2023-01-21 12:00:00
302.7,1389,46.5,0,2023-01-21 13:00:00
302.1,1373,47.5,1,2023-01-21 14:00:00
303.4,1377,41.7,1,2023-01-21 15:00:00
298.4,1577,37.1,0,2023-01-21 16:00:00
303.5,1624,34.8,0,2023-01-21 17:00:00
300.0,1343,61.5,1,2023-01-21 18:00:00
299.4,1556,35.7,0,2023-01-21 19:00:00
297.0,1399,56.2,1,2023-01-21 20:00:00
303.6,1363,62.6,1,2023-01-21 21:00:00
301.3,1334,59.7,1,2023-01-21 22:00:00
301.4,1481,37.6,0,2023-01-21 23:00:00
300.4,1888,21.9,0,2023-01-22 00:00:00
299.5,1371,63.6,1,2023-01-22 01:00:00
302.0,1450,46.6,0,2023-01-22 02:00:00
298.7,1343,53.6,0,2023-01-22 03:00:00
299.4,1392,57.6,1,2023-01-22 04:00:00
300.4,1681,28.6,0,2023-01-22 05:00:00
298.7,1373,46.9,0,2023-01-22 06:00:00
299.4,1258,69.4,1,2023-01-22 07:00:00
299.6,1473,42.7,0,2023-01-22 08:00:00
299.8,1609,32.5,0,2023-01-22 09:00:00
300.9,1288,69.2,1,2023-01-22 10:00:00
302.5,1349,44.6,1,2023-01-22 11:00:00
300.2,1383,42.1,0,2023-01-22 12:00:00
296.2,1475,37.0,0,2023-01-22 13:00:00
297.5,1326,74.9,1,2023-01-22 14:00:00
297.4,1771,27.4,0,2023-01-22 15:00:00
301.7,1297,62.1,1,2023-01-22 16:00:00
300.8,1337,58.9,1,2023-01-22 17:00:00
299.4,1389,46.5,1,2023-01-22 18:00:00
299.3,1326,60.2,1,2023-01-22 19:00:00
301.9,1353,43.8,0,2023-01-22 20:00:00
299.2,1573,37.4,0,2023-01-22 21:00:00
302.2,1373,50.0,1,2023-01-22 22:00:00
301.6,1441,45.5,1,2023-01-22 23:00:00
298.8,1443,53.4,0,2023-01-23 00:00:00
298.9,1482,41.1,0,2023-01-23 01:00:00
302.3,1352,45.1,1,2023-01-23 02:00:00
299.7,1346,57.4,0,2023-01-23 03:00:00
298.8,1445,49.9,0,2023-01-23 04:00:00
301.9,1462,38.8,0,2023-01-23 05:00:00
302.4,1462,48.5,0,2023-01-23 06:00:00
302.7,1369,55.8,1,2023-01-23 07:00:00
299.3,1299,65.6,1,2023-01-23 08:00:00
302.6,1404,61.4,1,2023-01-23 09:00:00
300.1,1321,67.3,1,2023-01-23 10:00:00
298.7,1404,50.3,0,2023-01-23 11:00:00
302.7,1448,53.6,1,2023-01-23 12:00:00
299.5,1336,42.1,0,2023-01-23 13:00:00
295.8,1337,54.6,0,2023-01-23 14:00:00
298.3,1593,37.0,0,2023-01-23 15:00:00
300.3,1605,37.1,0,2023-01-23 16:00:00
298.0,1429,37.7,1,2023-01-23 17:00:00
300.7,1335,57.3,1,2023-01-23 18:00:00
298.9,1267,68.5,1,2023-01-23 19:00:00
301.9,1472,39.7,0,2023-01-23 20:00:00
302.9,1361,45.8,1,2023-01-23 21:00:00
297.7,1444,40.0,0,2023-01-23 22:00:00
300.2,1372,49.2,0,2023-01-23 23:00:00
302.7,1555,36.1,0,2023-01-24 00:00:00
300.7,1981,19.9,0,2023-01-24 01:00:00
298.1,1341,55.7,0,2023-01-24 02:00:00
302.1,1262,68.1,1,2023-01-24 03:00:00
300.7,1234,64.6,1,2023-01-24 04:00:00
303.6,1522,35.8,0,2023-01-24 05:00:00
300.4,1278,58.1,1,2023-01-24 06:00:00
301.8,1606,33.3,0,2023-01-24 07:00:00
299.4,1415,51.7,0,2023-01-24 08:00:00
300.3,1759,24.8,0,2023-01-24 09:00:00
299.3,1311,66.8,1,2023-01-24 10:00:00
300.7,1754,27.7,0,2023-01-24 11:00:00
303.4,1399,48.4,0,2023-01-24 12:00:00
300.6,1378,54.1,1,2023-01-24 13:00:00
302.3,1358,57.6,1,2023-01-24 14:00:00
302.3,1402,50.9,0,2023-01-24 15:00:00
301.0,1402,44.9,1,2023-01-24 16:00:00
302.6,1364,62.8,1,2023-01-24 17:00:00
302.5,1358,55.3,1,2023-01-24 18:00:00
298.3,1463,43.9,0,2023-01-24 19:00:00
297.0,1261,51.1,0,2023-01-24 20:00:00
300.6,1503,38.4,0,2023-01-24 21:00:00
302.3,1340,54.0,1,2023-01-24 22:00:00
301.3,1418,45.4,0,2023-01-24 23:00:00
302.7,1297,60.9,1,2023-01-25 00:00:00
299.1,1838,24.0,0,2023-01-25 01:00:00
297.1,1347,50.8,0,2023-01-25 02:00:00
298.8,1489,49.1,0,2023-01-25 03:00:00
301.2,1399,50.7,1,2023-01-25 04:00:00
296.0,1392,51.3,0,2023-01-25 05:00:00
297.9,2729,9.0,1,2023-01-25 06:00:00
301.2,1409,50.9,0,2023-01-25 07:00:00
301.6,1335,63.7,1,2023-01-25 08:00:00
300.7,1439,43.0,0,2023-01-25 09:00:00
302.3,1640,31.5,0,2023-01-25 10:00:00
303.4,1343,49.6,1,2023-01-25 11:00:00
298.8,1692,31.9,0,2023-01-25 12:00:00
302.5,1415,48.2,0,2023-01-25 13:00:00
302.7,1349,51.3,1,2023-01-25 14:00:00
298.0,1422,45.6,0,2023-01-25 15:00:00
304.2,1469,40.0,0,2023-01-25 16:00:00
303.0,2655,11.6,1,2023-01-25 17:00:00
297.9,1460,59.5,1,2023-01-25 18:00:00
298.8,2866,4.4,1,2023-01-25 19:00:00
300.7,1388,60.7,1,2023-01-25 20:00:00
300.9,1387,42.7,0,2023-01-25 21:00:00
301.1,1275,58.4,1,2023-01-25 22:00:00
298.2,1361,58.3,1,2023-01-25 23:00:00
301.9,2671,11.8,1,2023-01-26 00:00:00
301.7,1457,56.1,1,2023-01-26 01:00:00
302.5,1367,48.0,1,2023-01-26 02:00:00
296.6,1235,74.5,1,2023-01-26 03:00:00
298.3,1942,20.6,0,2023-01-26 04:00:00
298.6,1281,60.5,1,2023-01-26 05:00:00
303.7,1516,35.6,1,2023-01-26 06:00:00
297.6,1466,39.7,0,2023-01-26 07:00:00
302.6,1309,53.3,1,2023-01-26 08:00:00
300.4,1595,35.4,0,2023-01-26 09:00:00
297.8,1330,51.7,0,2023-01-26 10:00:00
300.1,2579,12.5,1,2023-01-26 11:00:00
298.8,1439,39.2,0,2023-01-26 12:00:00
297.5,1363,53.6,0,2023-01-26 13:00:00
302.5,1352,50.9,1,2023-01-26 14:00:00
301.0,1404,41.8,0,2023-01-26 15:00:00
302.2,1554,40.2,0,2023-01-26 16:00:00
299.8,1257,70.1,1,2023-01-26 17:00:00
297.4,1439,46.4,0,2023-01-26 18:00:00
297.5,1503,40.6,0,2023-01-26 19:00:00
299.8,1239,69.8,1,2023-01-26 20:00:00
303.3,2502,13.0,1,2023-01-26 21:00:00
299.2,1509,39.4,0,2023-01-26 22:00:00
299.6,1679,30.7,0,2023-01-26 23:00:00
297.4,1726,26.8,0,2023-01-27 00:00:00
299.8,1436,48.8,1,2023-01-27 01:00:00
297.2,1689,31.2,0,2023-01-27 02:00:00
303.3,1349,49.1,1,2023-01-27 03:00:00
297.5,1352,53.0,0,2023-01-27 04:00:00
301.2,1366,64.3,1,2023-01-27 05:00:00
298.2,2568,12.7,1,2023-01-27 06:00:00
302.1,1327,49.5,1,2023-01-27 07:00:00
298.8,1505,39.0,0,2023-01-27 08:00:00
302.2,1346,49.3,1,2023-01-27 09:00:00
302.0,1331,68.0,1,2023-01-27 10:00:00
298.9,1324,54.6,0,2023-01-27 11:00:00
303.6,1309,52.9,1,2023-01-27 12:00:00
302.5,1499,38.8,0,2023-01-27 13:00:00
297.9,1531,40.8,0,2023-01-27 14:00:00
302.9,1520,37.5,1,2023-01-27 15:00:00
302.5,1967,20.3,0,2023-01-27 16:00:00
302.5,1312,63.8,1,2023-01-27 17:00:00
297.7,1487,41.4,0,2023-01-27 18:00:00
297.6,1403,56.5,1,2023-01-27 19:00:00
300.7,1349,54.5,0,2023-01-27 20:00:00
297.6,1401,63.1,1,2023-01-27 21:00:00
301.7,2695,12.6,0,2023-01-27 22:00:00
300.4,1488,35.7,0,2023-01-27 23:00:00
303.2,1336,55.7,1,2023-01-28 00:00:00
298.9,1638,33.6,0,2023-01-28 01:00:00
303.3,1363,62.6,1,2023-01-28 02:00:00
298.3,1545,36.3,0,2023-01-28 03:00:00
300.1,1343,46.2,0,2023-01-28 04:00:00
301.3,1438,42.4,0,2023-01-28 05:00:00
298.5,1363,49.2,0,2023-01-28 06:00:00
297.7,1298,67.8,1,2023-01-28 07:00:00
302.6,1454,54.7,1,2023-01-28 08:00:00
298.7,2618,12.1,1,2023-01-28 09:00:00
300.3,1612,36.0,0,2023-01-28 10:00:00
302.9,1403,61.6,1,2023-01-28 11:00:00
303.0,1307,55.1,1,2023-01-28 12:00:00
298.7,1694,28.7,0,2023-01-28 13:00:00
303.6,1268,68.4,1,2023-01-28 14:00:00
297.9,1432,57.2,1,2023-01-28 15:00:00
302.6,1452,53.8,1,2023-01-28 16:00:00
301.2,1285,62.4,1,2023-01-28 17:00:00
300.8,1417,43.4,0,2023-01-28 18:00:00
300.6,1425,44.9,0,2023-01-28 19:00:00
301.3,1560,36.3,0,2023-01-28 20:00:00
302.3,1374,50.8,1,2023-01-28 21:00:00
299.1,1405,53.6,0,2023-01-28 22:00:00
303.0,1361,46.1,1,2023-01-28 23:00:00
295.6,1462,49.2,0,2023-01-29 00:00:00
298.1,1572,37.5,0,2023-01-29 01:00:00
298.9,1474,58.7,1,2023-01-29 02:00:00
296.7,1505,39.4,0,2023-01-29 03:00:00
300.2,1458,46.9,0,2023-01-29 04:00:00
296.4,1638,32.5,0,2023-01-29 05:00:00
299.6,1710,28.2,1,2023-01-29 06:00:00
300.9,1367,58.1,1,2023-01-29 07:00:00
301.4,1258,64.0,1,2023-01-29 08:00:00
303.0,1350,45.0,1,2023-01-29 09:00:00
302.0,1281,58.3,1,2023-01-29 10:00:00
299.5,1325,60.9,1,2023-01-29 11:00:00
298.1,1716,30.7,0,2023-01-29 12:00:00
298.3,1609,32.4,0,2023-01-29 13:00:00
298.2,1538,38.2,0,2023-01-29 14:00:00
301.8,1525,39.6,0,2023-01-29 15:00:00
302.2,1620,30.9,1,2023-01-29 16:00:00
303.5,1496,39.0,0,2023-01-29 17:00:00
301.2,1416,53.3,0,2023-01-29 18:00:00
302.1,1325,45.1,1,2023-01-29 19:00:00
300.9,1298,65.3,1,2023-01-29 20:00:00
300.8,1657,30.0,1,2023-01-29 21:00:00
302.3,1487,43.2,0,2023-01-29 22:00:00
301.7,1348,51.0,0,2023-01-29 23:00:00
297.4,1538,41.2,0,2023-01-30 00:00:00
302.0,1373,48.0,1,2023-01-30 01:00:00
301.1,1587,34.5,0,2023-01-30 02:00:00
302.4,1346,62.2,1,2023-01-30 03:00:00
301.7,1406,46.0,0,2023-01-30 04:00:00
298.2,2566,12.8,1,2023-01-30 05:00:00
299.8,1427,47.2,0,2023-01-30 06:00:00
299.1,2135,16.4,1,2023-01-30 07:00:00
302.0,1379,48.6,1,2023-01-30 08:00:00
299.9,1408,38.4,0,2023-01-30 09:00:00
299.8,1436,51.6,0,2023-01-30 10:00:00
299.0,1537,42.8,0,2023-01-30 11:00:00
297.4,1382,49.9,0,2023-01-30 12:00:00
301.5,1644,34.9,0,2023-01-30 13:00:00
300.4,1367,51.2,0,2023-01-30 14:00:00
300.1,1443,50.3,0,2023-01-30 15:00:00
300.8,1646,30.8,1,2023-01-30 16:00:00
299.2,1582,45.5,0,2023-01-30 17:00:00
303.6,1710,31.4,0,2023-01-30 18:00:00
301.8,1620,29.2,1,2023-01-30 19:00:00
302.4,1313,55.7,0,2023-01-30 20:00:00
298.4,1399,61.5,1,2023-01-30 21:00:00
302.8,1481,40.2,0,2023-01-30 22:00:00
301.8,1336,66.2,1,2023-01-30 23:00:00
297.7,1289,51.3,0,2023-01-31 00:00:00
298.4,1475,41.5,1,2023-01-31 01:00:00
302.6,1284,68.0,1,2023-01-31 02:00:00
302.0,1476,45.5,1,2023-01-31 03:00:00
302.4,1289,69.7,1,2023-01-31 04:00:00
300.0,1399,44.7,1,2023-01-31 05:00:00
296.9,1435,45.0,0,2023-01-31 06:00:00
298.6,1415,63.1,1,2023-01-31 07:00:00
303.6,1331,52.6,1,2023-01-31 08:00:00
301.2,1284,62.5,1,2023-01-31 09:00:00
302.9,1509,46.8,0,2023-01-31 10:00:00
300.0,1398,52.4,1,2023-01-31 11:00:00
297.9,1296,62.9,0,2023-01-31 12:00:00
301.2,1574,34.3,0,2023-01-31 13:00:00
302.2,1423,43.0,1,2023-01-31 14:00:00
301.4,1285,62.6,1,2023-01-31 15:00:00
298.5,1301,66.3,1,2023-01-31 16:00:00
302.9,1307,53.6,1,2023-01-31 17:00:00
302.4,1419,46.8,1,2023-01-31 18:00:00
302.0,1366,52.3,0,2023-01-31 19:00:00
297.9,1336,71.6,1,2023-01-31 20:00:00
303.7,1456,45.5,0,2023-01-31 21:00:00
302.6,2509,13.0,1,2023-01-31 22:00:00
300.4,1298,61.4,0,2023-01-31 23:00:00
298.0,1442,44.1,0,2023-02-01 00:00:00
303.9,1364,60.9,1,2023-02-01 01:00:00
298.4,1491,51.2,0,2023-02-01 02:00:00
298.7,1435,45.6,0,2023-02-01 03:00:00
301.1,1621,31.0,0,2023-02-01 04:00:00
300.8,1285,62.4,1,2023-02-01 05:00:00
298.6,1432,44.0,1,2023-02-01 06:00:00
302.5,1346,49.7,1,2023-02-01 07:00:00
303.5,1756,29.7,0,2023-02-01 08:00:00
301.9,1374,48.4,1,2023-02-01 09:00:00
303.4,1360,50.8,0,2023-02-01 10:00:00
303.7,1335,51.1,0,2023-02-01 11:00:00
299.7,1399,59.2,1,2023-02-01 12:00:00
303.2,1359,45.2,1,2023-02-01 13:00:00
300.2,1311,64.3,1,2023-02-01 14:00:00
299.0,1514,45.9,1,2023-02-01 15:00:00
299.0,2680,11.0,1,2023-02-01 16:00:00
302.2,1390,48.1,0,2023-02-01 17:00:00
302.6,1638,35.1,0,2023-02-01 18:00:00
298.2,1304,49.8,0,2023-02-01 19:00:00
302.0,1373,48.0,1,2023-02-01 20:00:00
303.6,1498,40.2,0,2023-02-01 21:00:00
300.0,1487,41.2,0,2023-02-01 22:00:00
302.4,1237,58.2,1,2023-02-01 23:00:00
300.6,1533,38.5,0,2023-02-02 00:00:00
298.0,1524,36.3,0,2023-02-02 01:00:00
301.6,1404,46.1,1,2023-02-02 02:00:00
298.1,1434,41.8,0,2023-02-02 03:00:00
300.2,1369,63.7,1,2023-02-02 04:00:00
302.3,2668,11.7,1,2023-02-02 05:00:00
302.3,1378,49.2,1,2023-02-02 06:00:00
299.1,1428,43.0,0,2023-02-02 07:00:00
299.2,1384,47.1,1,2023-02-02 08:00:00
300.2,1642,28.8,0,2023-02-02 09:00:00
298.8,1433,62.1,1,2023-02-02 10:00:00
301.9,1294,62.3,1,2023-02-02 11:00:00
300.8,1481,38.1,0,2023-02-02 12:00:00
300.7,1366,63.3,1,2023-02-02 13:00:00
300.5,1478,39.0,0,2023-02-02 14:00:00
299.4,1435,48.9,1,2023-02-02 15:00:00
301.9,1385,62.9,1,2023-02-02 16:00:00
297.1,1588,33.4,0,2023-02-02 17:00:00
302.3,1278,56.4,1,2023-02-02 18:00:00
302.3,1548,35.3,0,2023-02-02 19:00:00
301.9,2305,16.1,0,2023-02-02 20:00:00
300.3,1336,54.4,0,2023-02-02 21:00:00
301.0,1430,48.5,0,2023-02-02 22:00:00
298.9,1621,32.7,0,2023-02-02 23:00:00
300.9,1335,57.1,1,2023-02-03 00:00:00
302.0,2673,11.5,1,2023-02-03 01:00:00
301.9,1339,56.0,1,2023-02-03 02:00:00
298.5,2733,8.9,1,2023-02-03 03:00:00
302.8,1330,53.2,1,2023-02-03 04:00:00
301.4,1462,37.1,0,2023-02-03 05:00:00
302.1,1294,62.3,1,2023-02-03 06:00:00
302.2,1483,48.7,0,2023-02-03 07:00:00
301.5,1396,43.5,0,2023-02-03 08:00:00
299.4,1445,62.9,1,2023-02-03 09:00:00
301.9,1331,68.4,1,2023-02-03 10:00:00
302.2,1535,37.5,1,2023-02-03 11:00:00
298.8,1404,68.3,1,2023-02-03 12:00:00
301.9,1507,44.7,0,2023-02-03 13:00:00
301.0,1286,68.9,1,2023-02-03 14:00:00
300.0,1380,64.6,1,2023-02-03 15:00:00
301.4,1378,48.8,1,2023-02-03 16:00:00
299.4,2730,9.0,1,2023-02-03 17:00:00
301.8,1377,47.0,1,2023-02-03 18:00:00
302.1,1374,49.6,1,2023-02-03 19:00:00
304.3,1590,29.8,0,2023-02-03 20:00:00
301.8,1477,48.7,1,2023-02-03 21:00:00
303.2,1336,58.0,1,2023-02-03 22:00:00
303.1,1330,50.6,1,2023-02-03 23:00:00
297.7,1326,61.4,1,2023-02-04 00:00:00
295.9,1679,30.4,0,2023-02-04 01:00:00
300.5,1404,61.5,1,2023-02-04 02:00:00
301.7,1402,50.1,0,2023-02-04 03:00:00
302.1,1518,37.4,0,2023-02-04 04:00:00
301.5,1504,42.6,0,2023-02-04 05:00:00
303.3,1649,29.4,0,2023-02-04 06:00:00
300.5,1491,42.6,0,2023-02-04 07:00:00
299.5,1349,52.7,0,2023-02-04 08:00:00
300.4,1319,48.1,0,2023-02-04 09:00:00
300.9,1370,52.4,1,2023-02-04 10:00:00
300.0,1624,30.8,0,2023-02-04 11:00:00
302.9,1329,53.8,1,2023-02-04 12:00:00
300.1,1443,49.3,0,2023-02-04 13:00:00
298.2,1362,57.3,0,2023-02-04 14:00:00
301.5,1296,62.2,1,2023-02-04 15:00:00
300.1,1535,42.3,0,2023-02-04 16:00:00
300.3,1470,33.5,0,2023-02-04 17:00:00
301.1,2721,9.3,1,2023-02-04 18:00:00
300.5,1580,37.0,0,2023-02-04 19:00:00
298.4,1782,23.9,0,2023-02-04 20:00:00
301.5,1731,27.9,0,2023-02-04 21:00:00
297.7,1662,28.1,0,2023-02-04 22:00:00
298.7,1622,34.6,0,2023-02-04 23:00:00
300.2,1975,20.7,1,2023-02-05 00:00:00
301.7,1404,46.4,1,2023-02-05 01:00:00
296.9,1319,69.0,1,2023-02-05 02:00:00
303.4,1401,53.0,1,2023-02-05 03:00:00
302.4,1359,54.7,1,2023-02-05 04:00:00
302.2,1285,64.7,1,2023-02-05 05:00:00
301.9,1336,66.4,1,2023-02-05 06:00:00
300.2,1430,52.7,0,2023-02-05 07:00:00
299.9,1378,64.7,1,2023-02-05 08:00:00
298.8,1482,39.4,1,2023-02-05 09:00:00
298.2,1443,45.4,0,2023-02-05 10:00:00
298.5,1809,28.9,0,2023-02-05 11:00:00
297.8,1605,36.0,1,2023-02-05 12:00:00
297.4,1405,51.7,0,2023-02-05 13:00:00
295.5,1456,39.2,0,2023-02-05 14:00:00
301.4,1605,34.2,0,2023-02-05 15:00:00
297.5,1530,40.0,0,2023-02-05 16:00:00
299.0,1441,62.7,1,2023-02-05 17:00:00
300.0,1439,44.8,1,2023-02-05 18:00:00
303.9,1491,37.2,0,2023-02-05 19:00:00
302.7,1362,46.1,1,2023-02-05 20:00:00
297.1,1726,28.4,0,2023-02-05 21:00:00
302.0,1449,48.8,0,2023-02-05 22:00:00
302.5,1274,55.2,1,2023-02-05 23:00:00
297.0,1408,47.9,0,2023-02-06 00:00:00
300.6,1688,28.6,0,2023-02-06 01:00:00
303.7,1670,26.1,0,2023-02-06 02:00:00
298.7,1539,33.4,0,2023-02-06 03:00:00
300.7,2458,13.5,1,2023-02-06 04:00:00
298.1,1331,63.0,0,2023-02-06 05:00:00
299.4,1446,47.3,0,2023-02-06 06:00:00
302.4,1355,55.4,1,2023-02-06 07:00:00
298.4,1477,35.6,0,2023-02-06 08:00:00
301.1,1479,41.1,0,2023-02-06 09:00:00
301.5,1335,57.0,1,2023-02-06 10:00:00
299.3,1406,55.5,1,2023-02-06 11:00:00
303.7,1421,45.4,1,2023-02-06 12:00:00
298.6,2162,15.2,1,2023-02-06 13:00:00
301.6,1330,69.1,1,2023-02-06 14:00:00
300.6,2633,12.2,1,2023-02-06 15:00:00
297.2,1500,37.1,0,2023-02-06 16:00:00
303.4,1362,52.5,1,2023-02-06 17:00:00
299.7,1358,59.9,1,2023-02-06 18:00:00
300.6,1372,60.1,1,2023-02-06 19:00:00
298.3,1537,43.0,0,2023-02-06 20:00:00
298.8,1634,27.9,0,2023-02-06 21:00:00
303.1,1330,50.5,1,2023-02-06 22:00:00
300.7,1457,47.2,0,2023-02-06 23:00:00
301.7,1376,55.5,1,2023-02-07 00:00:00
304.2,1668,35.7,0,2023-02-07 01:00:00
300.7,1659,29.8,0,2023-02-07 02:00:00
298.7,1651,29.5,0,2023-02-07 03:00:00
302.6,1718,31.2,0,2023-02-07 04:00:00
300.9,1228,66.4,0,2023-02-07 05:00:00
302.7,1327,51.6,1,2023-02-07 06:00:00
302.0,1372,47.4,1,2023-02-07 07:00:00
297.9,1362,56.5,1,2023-02-07 08:00:00
299.8,1369,46.2,0,2023-02-07 09:00:00
301.0,1558,32.6,0,2023-02-07 10:00:00
303.3,1349,48.2,1,2023-02-07 11:00:00
300.5,2671,11.0,1,2023-02-07 12:00:00
298.7,1620,34.8,0,2023-02-07 13:00:00
300.6,1432,39.2,0,2023-02-07 14:00:00
302.0,1420,45.8,0,2023-02-07 15:00:00
301.2,1235,64.8,1,2023-02-07 16:00:00
303.5,1361,46.5,1,2023-02-07 17:00:00
303.1,1341,49.8,1,2023-02-07 18:00:00
301.8,1261,61.5,1,2023-02-07 19:00:00
302.3,1412,48.9,0,2023-02-07 20:00:00
297.2,1378,41.9,0,2023-02-07 21:00:00
301.5,1593,34.5,0,2023-02-07 22:00:00
297.7,1391,44.5,0,2023-02-07 23:00:00
299.3,1326,44.9,1,2023-02-08 00:00:00
300.6,1532,37.2,0,2023-02-08 01:00:00
302.0,1374,48.9,1,2023-02-08 02:00:00
298.4,1545,36.9,0,2023-02-08 03:00:00
303.7,1406,41.9,0,2023-02-08 04:00:00
299.8,1556,37.7,0,2023-02-08 05:00:00
301.1,1492,38.2,1,2023-02-08 06:00:00
301.0,1368,58.4,1,2023-02-08 07:00:00
302.3,1371,45.4,1,2023-02-08 08:00:00
301.1,1592,35.7,0,2023-02-08 09:00:00
298.1,1369,51.9,1,2023-02-08 10:00:00
302.0,1212,55.8,1,2023-02-08 11:00:00
299.1,1399,59.8,1,2023-02-08 12:00:00
302.8,1364,55.8,1,2023-02-08 13:00:00
299.7,1337,59.2,1,2023-02-08 14:00:00
302.8,1364,47.5,1,2023-02-08 15:00:00
300.6,1411,41.6,0,2023-02-08 16:00:00
297.7,1399,63.1,1,2023-02-08 17:00:00
298.0,1610,33.7,0,2023-02-08 18:00:00
299.5,1299,65.4,1,2023-02-08 19:00:00
299.4,1391,58.2,0,2023-02-08 20:00:00
301.8,1332,67.7,1,2023-02-08 21:00:00
297.9,1373,50.2,0,2023-02-08 22:00:00
303.7,1525,43.9,0,2023-02-08 23:00:00
297.3,1471,50.7,0,2023-02-09 00:00:00
301.4,1427,43.2,0,2023-02-09 01:00:00
301.7,1710,29.9,1,2023-02-09 02:00:00
297.6,1399,61.3,1,2023-02-09 03:00:00
